Timestamp,Mode,Data
17:51:09.3780,RX,"223 "
17:51:09.4520,RX,"224 "
17:51:09.5650,RX,"223 "
17:51:09.6770,RX,"22"
17:51:09.6780,RX,"6 "
17:51:09.7890,RX,"216 "
17:51:09.9020,RX,"217 "
17:51:09.9770,RX,"217 "
17:51:10.0890,RX,"2"
17:51:10.1270,RX,"12 "
17:51:10.2020,RX,"223 "
17:51:10.3150,RX,"218 "
17:51:10.4280,RX,"216 "
17:51:10.5020,RX,"2"
17:51:10.5400,RX,"09 "
17:51:10.6530,RX,"204 "
17:51:10.7270,RX,"199 "
17:51:10.8400,RX,"199 "
17:51:10.9520,RX,"2"
17:51:10.9530,RX,"09 "
17:51:11.0650,RX,"197 "
17:51:11.1770,RX,"192 "
17:51:11.2520,RX,"196 "
17:51:11.3640,RX,"195 "
17:51:11.4770,RX,"200 "
17:51:11.5900,RX,"201 "
17:51:11.7400,RX,"190 "
17:51:11.8150,RX,"186 "
17:51:11.8920,RX,"328 "
17:51:12.0020,RX,"292 "
17:51:12.1150,RX,"248 "
17:51:12.2270,RX,"363 "
17:51:12.3400,RX,"403 "
17:51:12.4150,RX,"267 "
17:51:12.5270,RX,"225 "
17:51:12.6400,RX,"211 "
17:51:12.7520,RX,"201 "
17:51:12.8650,RX,"199 "
17:51:12.9400,RX,"204"
17:51:12.9780,RX," "
17:51:13.0890,RX,"198 "
17:51:13.1660,RX,"198 "
17:51:13.2770,RX,"199 "
17:51:13.3900,RX,"204"
17:51:13.3900,RX," "
17:51:13.5020,RX,"204 "
17:51:13.6150,RX,"197 "
17:51:13.6900,RX,"207 "
17:51:13.8020,RX,"201"
17:51:13.8030,RX," "
17:51:13.9150,RX,"192 "
17:51:14.0270,RX,"206 "
17:51:14.1400,RX,"204 "
17:51:14.2150,RX,"19"
17:51:14.2520,RX,"9 "
17:51:14.3270,RX,"209 "
17:51:14.4400,RX,"202 "
17:51:14.5530,RX,"208 "
17:51:14.7020,RX,"19"
17:51:14.7030,RX,"7 "
17:51:14.7780,RX,"207 "
17:51:14.8520,RX,"201 "
17:51:14.9650,RX,"194 "
17:51:15.0770,RX,"19"
17:51:15.0780,RX,"3 "
17:51:15.1900,RX,"205 "
17:51:15.3030,RX,"204 "
17:51:15.3770,RX,"194 "
17:51:15.4900,RX,"1"
17:51:15.5310,RX,"99 "
17:51:15.6030,RX,"203 "
17:51:15.7150,RX,"197 "
17:51:15.8270,RX,"193 "
17:51:15.9020,RX,"1"
17:51:15.9400,RX,"95 "
17:51:16.0530,RX,"200 "
17:51:16.1270,RX,"201 "
17:51:16.2400,RX,"203 "
17:51:16.3520,RX,"196 "
17:51:16.4650,RX,"204 "
17:51:16.5780,RX,"194 "
17:51:16.6530,RX,"193 "
17:51:16.7650,RX,"297 "
17:51:16.8770,RX,"288 "
17:51:16.9900,RX,"253 "
17:51:17.1020,RX,"251 "
17:51:17.2150,RX,"270 "
17:51:17.2900,RX,"217 "
17:51:17.4780,RX,"208 "
17:51:17.5150,RX,"203 "
17:51:17.6270,RX,"198 "
17:51:17.7410,RX,"202 "
17:51:17.8150,RX,"207 "
17:51:17.9270,RX,"202"
17:51:17.9650,RX," "
17:51:18.0400,RX,"205 "
17:51:18.1520,RX,"208 "
17:51:18.2650,RX,"209 "
17:51:18.3400,RX,"206"
17:51:18.3780,RX," "
17:51:18.4900,RX,"194 "
17:51:18.5650,RX,"197 "
17:51:18.6770,RX,"208 "
17:51:18.8270,RX,"200"
17:51:18.8280,RX," "
17:51:18.9030,RX,"202 "
17:51:19.0150,RX,"198 "
17:51:19.0900,RX,"197 "
17:51:19.2020,RX,"20"
17:51:19.2030,RX,"1 "
17:51:19.3150,RX,"192 "
17:51:19.4270,RX,"195 "
17:51:19.5400,RX,"205 "
17:51:19.6150,RX,"20"
17:51:19.6530,RX,"8 "
17:51:19.7280,RX,"205 "
17:51:19.8400,RX,"194 "
17:51:19.9520,RX,"200 "
17:51:20.0280,RX,"2"
17:51:20.1770,RX,"01 "
17:51:20.1780,RX,"192 "
17:51:20.2520,RX,"205 "
17:51:20.3650,RX,"201 "
17:51:20.4770,RX,"1"
17:51:20.4780,RX,"96 "
17:51:20.5900,RX,"198 "
17:51:20.7400,RX,"192 "
17:51:20.7780,RX,"197 "
17:51:20.8900,RX,"1"
17:51:20.9270,RX,"97 "
17:51:21.0020,RX,"206 "
17:51:21.1150,RX,"193 "
17:51:21.2290,RX,"196 "
17:51:21.3400,RX,"196 "
17:51:21.4520,RX,"192 "
17:51:21.5280,RX,"188 "
17:51:21.6400,RX,"192 "
17:51:21.7520,RX,"325 "
17:51:21.8650,RX,"278 "
17:51:21.9400,RX,"237 "
17:51:22.0520,RX,"320 "
17:51:22.1650,RX,"277 "
17:51:22.2780,RX,"223 "
17:51:22.3900,RX,"213 "
17:51:22.4650,RX,"207 "
17:51:22.6520,RX,"203 "
17:51:22.6920,RX,"199 "
17:51:22.8030,RX,"199 "
17:51:22.9150,RX,"197"
17:51:22.9160,RX," "
17:51:23.0280,RX,"198 "
17:51:23.1400,RX,"202 "
17:51:23.2150,RX,"199 "
17:51:23.3280,RX,"198"
17:51:23.3650,RX," "
17:51:23.4400,RX,"205 "
17:51:23.5530,RX,"213 "
17:51:23.6650,RX,"199 "
17:51:23.7400,RX,"203"
17:51:23.7780,RX," "
17:51:23.8910,RX,"205 "
17:51:23.9660,RX,"201 "
17:51:24.1160,RX,"200 "
17:51:24.1900,RX,"20"
17:51:24.3400,RX,"1 "
17:51:24.3410,RX,"196 "
17:51:24.3780,RX,"202 "
17:51:24.5270,RX,"198 "
17:51:24.6020,RX,"21"
17:51:24.6030,RX,"2 "
17:51:24.7150,RX,"196 "
17:51:24.8280,RX,"199 "
17:51:24.9410,RX,"212 "
17:51:25.0150,RX,"2"
17:51:25.0530,RX,"06 "
17:51:25.1280,RX,"203 "
17:51:25.2400,RX,"198 "
17:51:25.3530,RX,"204 "
17:51:25.4280,RX,"1"
17:51:25.4650,RX,"99 "
17:51:25.5780,RX,"194 "
17:51:25.6530,RX,"199 "
17:51:25.7650,RX,"201 "
17:51:25.8770,RX,"1"
17:51:25.8780,RX,"94 "
17:51:25.9900,RX,"201 "
17:51:26.1030,RX,"196 "
17:51:26.1780,RX,"201 "
17:51:26.3280,RX,"199 "
17:51:26.4030,RX,"196 "
17:51:26.5150,RX,"197 "
17:51:26.6280,RX,"202 "
17:51:26.7400,RX,"203 "
17:51:26.8160,RX,"294 "
17:51:26.9280,RX,"266 "
17:51:27.0400,RX,"249 "
17:51:27.1530,RX,"231 "
17:51:27.3040,RX,"451 "
17:51:27.3780,RX,"273 "
17:51:27.4900,RX,"240 "
17:51:27.6030,RX,"218 "
17:51:27.7160,RX,"211 "
17:51:27.7900,RX,"212 "
17:51:27.8650,RX,"208"
17:51:27.9030,RX," "
17:51:28.0160,RX,"209 "
17:51:28.0900,RX,"208 "
17:51:28.2020,RX,"207 "
17:51:28.3150,RX,"214"
17:51:28.3160,RX," "
17:51:28.4280,RX,"220 "
17:51:28.5400,RX,"203 "
17:51:28.6160,RX,"208 "
17:51:28.7650,RX,"208 "
17:51:28.8400,RX,"207 "
17:51:28.9530,RX,"215 "
17:51:29.0650,RX,"209 "
17:51:29.1400,RX,"20"
17:51:29.1780,RX,"9 "
17:51:29.2530,RX,"204 "
17:51:29.3650,RX,"196 "
17:51:29.4770,RX,"201 "
17:51:29.5900,RX,"20"
17:51:29.5910,RX,"9 "
17:51:29.7030,RX,"203 "
17:51:29.7780,RX,"200 "
17:51:29.8900,RX,"196 "
17:51:30.0020,RX,"1"
17:51:30.0030,RX,"91 "
17:51:30.1150,RX,"195 "
17:51:30.2280,RX,"200 "
17:51:30.3030,RX,"210 "
17:51:30.4150,RX,"2"
17:51:30.4530,RX,"03 "
17:51:30.5280,RX,"201 "
17:51:30.6400,RX,"205 "
17:51:30.7530,RX,"210 "
17:51:30.8280,RX,"2"
17:51:30.8650,RX,"18 "
17:51:30.9780,RX,"212 "
17:51:31.0530,RX,"221 "
17:51:31.1650,RX,"218 "
17:51:31.2780,RX,"208 "
17:51:31.3900,RX,"199 "
17:51:31.5030,RX,"224 "
17:51:31.5780,RX,"211 "
17:51:31.6900,RX,"206 "
17:51:31.8030,RX,"204 "
17:51:31.9160,RX,"305 "
17:51:32.0650,RX,"267 "
17:51:32.1410,RX,"218 "
17:51:32.2150,RX,"206 "
17:51:32.3280,RX,"257 "
17:51:32.4400,RX,"363 "
17:51:32.5530,RX,"256 "
17:51:32.7030,RX,"221 "
17:51:32.7400,RX,"200 "
17:51:32.8530,RX,"195"
17:51:32.8900,RX," "
17:51:32.9650,RX,"206 "
17:51:33.0780,RX,"219 "
17:51:33.1900,RX,"223 "
17:51:33.2650,RX,"219"
17:51:33.3030,RX," "
17:51:33.4170,RX,"222 "
17:51:33.4900,RX,"215 "
17:51:33.6400,RX,"224 "
17:51:33.7530,RX,"21"
17:51:33.7540,RX,"6 "
17:51:33.8280,RX,"215 "
17:51:33.9410,RX,"219 "
17:51:34.0150,RX,"213 "
17:51:34.1280,RX,"21"
17:51:34.1290,RX,"6 "
17:51:34.2400,RX,"218 "
17:51:34.3530,RX,"217 "
17:51:34.4650,RX,"221 "
17:51:34.5410,RX,"21"
17:51:34.5780,RX,"6 "
17:51:34.6530,RX,"214 "
17:51:34.7660,RX,"212 "
17:51:34.8790,RX,"210 "
17:51:34.9530,RX,"2"
17:51:34.9910,RX,"06 "
17:51:35.1030,RX,"210 "
17:51:35.1780,RX,"207 "
17:51:35.2900,RX,"215 "
17:51:35.4030,RX,"2"
17:51:35.4040,RX,"19 "
17:51:35.5530,RX,"214 "
17:51:35.6650,RX,"212 "
17:51:35.7780,RX,"207 "
17:51:35.8150,RX,"2"
17:51:35.8530,RX,"15 "
17:51:35.9280,RX,"211 "
17:51:36.0400,RX,"209 "
17:51:36.1530,RX,"217 "
17:51:36.2660,RX,"217 "
17:51:36.3780,RX,"210 "
17:51:36.4530,RX,"204 "
17:51:36.5650,RX,"203 "
17:51:36.6780,RX,"202 "
17:51:36.7900,RX,"300 "
17:51:36.9030,RX,"264 "
17:51:36.9780,RX,"253 "
17:51:37.0900,RX,"224 "
17:51:37.2030,RX,"275 "
17:51:37.3160,RX,"405 "
17:51:37.3910,RX,"257 "
17:51:37.5410,RX,"221 "
17:51:37.6150,RX,"215 "
17:51:37.7280,RX,"209 "
17:51:37.8400,RX,"201"
17:51:37.8410,RX," "
17:51:37.9530,RX,"204 "
17:51:38.0650,RX,"203 "
17:51:38.1410,RX,"203 "
17:51:38.2530,RX,"198"
17:51:38.2900,RX," "
17:51:38.3660,RX,"197 "
17:51:38.4790,RX,"211 "
17:51:38.5910,RX,"210 "
17:51:38.6660,RX,"21"
17:51:38.7030,RX,"2 "
17:51:38.8150,RX,"211 "
17:51:38.8910,RX,"205 "
17:51:39.0030,RX,"197 "
17:51:39.1530,RX,"19"
17:51:39.1530,RX,"9 "
17:51:39.2280,RX,"204 "
17:51:39.3410,RX,"198 "
17:51:39.4150,RX,"202 "
17:51:39.5280,RX,"19"
17:51:39.5290,RX,"9 "
17:51:39.6410,RX,"199 "
17:51:39.7530,RX,"195 "
17:51:39.8280,RX,"217 "
17:51:39.9410,RX,"2"
17:51:39.9790,RX,"19 "
17:51:40.0530,RX,"226 "
17:51:40.1660,RX,"221 "
17:51:40.2790,RX,"216 "
17:51:40.3530,RX,"2"
17:51:40.3900,RX,"08 "
17:51:40.5030,RX,"207 "
17:51:40.5780,RX,"218 "
17:51:40.6900,RX,"216 "
17:51:40.8030,RX,"206 "
17:51:40.9150,RX,"222 "
17:51:41.0280,RX,"223 "
17:51:41.1030,RX,"218 "
17:51:41.2530,RX,"218 "
17:51:41.3280,RX,"213 "
17:51:41.4410,RX,"212 "
17:51:41.5530,RX,"217 "
17:51:41.6660,RX,"222 "
17:51:41.7790,RX,"338 "
17:51:41.8530,RX,"309 "
17:51:41.9660,RX,"280 "
17:51:42.0780,RX,"247 "
17:51:42.1910,RX,"314 "
17:51:42.2650,RX,"266 "
17:51:42.3780,RX,"216 "
17:51:42.4910,RX,"208 "
17:51:42.6030,RX,"204 "
17:51:42.7150,RX,"205 "
17:51:42.7910,RX,"205"
17:51:42.8280,RX," "
17:51:42.9410,RX,"207 "
17:51:43.0180,RX,"210 "
17:51:43.1280,RX,"207 "
17:51:43.2410,RX,"203"
17:51:43.2420,RX," "
17:51:43.3530,RX,"201 "
17:51:43.4660,RX,"197 "
17:51:43.5400,RX,"205 "
17:51:43.6530,RX,"20"
17:51:43.6910,RX,"9 "
17:51:43.7660,RX,"203 "
17:51:43.8780,RX,"197 "
17:51:43.9910,RX,"208 "
17:51:44.0660,RX,"20"
17:51:44.1030,RX,"6 "
17:51:44.2160,RX,"208 "
17:51:44.2910,RX,"194 "
17:51:44.4030,RX,"198 "
17:51:44.5150,RX,"21"
17:51:44.5160,RX,"0 "
17:51:44.6290,RX,"206 "
17:51:44.7030,RX,"197 "
17:51:44.8160,RX,"201 "
17:51:44.9280,RX,"2"
17:51:44.9290,RX,"02 "
17:51:45.0410,RX,"200 "
17:51:45.1530,RX,"205 "
17:51:45.2280,RX,"200 "
17:51:45.3400,RX,"2"
17:51:45.3790,RX,"03 "
17:51:45.4530,RX,"213 "
17:51:45.6030,RX,"208 "
17:51:45.6780,RX,"197 "
17:51:45.7910,RX,"207 "
17:51:45.9030,RX,"213 "
17:51:45.9780,RX,"208 "
17:51:46.0910,RX,"203 "
17:51:46.2030,RX,"202 "
17:51:46.3160,RX,"207 "
17:51:46.4280,RX,"215 "
17:51:46.5030,RX,"223 "
17:51:46.6160,RX,"224 "
17:51:46.7280,RX,"349 "
17:51:46.8410,RX,"256 "
17:51:46.9530,RX,"251 "
17:51:47.0660,RX,"252 "
17:51:47.1410,RX,"247 "
